component_name,component_set_name,file_name,instances
"State=Active, Label=Yes, Optional=Off, Message=Informative, Icon=Leading",Text input,Unknown File,0
"Type=Icon (In Progress), State=Hover, Label=On, Optional=No, Message=None",🚧 [DEPRECATED] Dropdown Trigger (Default),Unknown File,0
"State=Active, Label=Yes, Optional=Off, Message=Success, Icon=Trailing",Text input,Unknown File,0
"Type=Color Swatch, State=Active",Dropdown Trigger (default),Unknown File,0
"State=Active, Optional=Yes, Message=Informative",Text area,Unknown File,0
State=Pressed,Reminder button,Unknown File,0
"State=Active, Label=Yes, Optional=On, Message=Informative, Icon=Leading",Text input,Unknown File,0
"Type=Category, Platform=mWeb, State=Default",Search bar,Unknown File,0
"State=Active, Label=Yes, Optional=On, Message=Error, Icon=None",Text input,Unknown File,0
"Level=1 Light, Size=Small",Plus Levels Logo,Unknown File,0
"State=Active, Label=Yes, Optional=On, Message=Informative, Icon=Trailing",Text input,Unknown File,0
"State=Active, Label=Yes, Optional=Off, Message=Success, Icon=Leading",Text input,Unknown File,0
"Type=🚧 [DEPRECATED] Logo, Lines=Two, Style=Bold, States=Default, Icon=False, Chevron=False",List - Item (Default),Unknown File,0
"Breakpoint=375 (Mobile), Size=Medium, Header (Optional)=Off, Title (Optional)=On, Footer (Optional)=Off",Dialog (Web),Unknown File,0
State=Focus,Reminder button,Unknown File,0
"State=Active, Label=Yes, Optional=Off, Message=Error, Icon=Leading",Text input,Unknown File,0
"Breakpoint=375 (Mobile), Size=Large, Header (Optional)=Off, Title (Optional)=Off, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"Type=List Item, Lines=Two, Style=Bold, States=Hover (Web), Icon=True, Chevron=False",List - Item (Default),Unknown File,0
"State=Active, Optional=No, Message=Informative",Text area,Unknown File,0
"Type=Default, State=Active",Dropdown Trigger (default),Unknown File,0
"Type=Filter, Platform=iOS, State=Focused empty",Search bar,Unknown File,0
"Panel=Default, State=Expanded, Optional=On, Subtext=Off, Static content=On",Panel,Unknown File,0
"State=Active, Label=Yes, Optional=On, Message=Success, Icon=None",Text input,Unknown File,0
"Type=Icon (In Progress), State=Active, Label=Off, Optional=No, Message=None",🚧 [DEPRECATED] Dropdown Trigger (Default),Unknown File,0
"With icon=False, State=Pressed, Size=Default",Follow button,Unknown File,0
"Breakpoint=1024 (Desktop), Size=Large, Header (Optional)=On, Title (Optional)=Off, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"Breakpoint=768 (Tablet), Size=Large, Header (Optional)=Off, Title (Optional)=Off, Footer (Optional)=On",Dialog (Web),Unknown File,0
"Breakpoint=1280+ (Desktop), Size=Small, Header (Optional)=On, Title (Optional)=Off, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"Breakpoint=375 (Mobile), Size=Small, Header (Optional)=On, Title (Optional)=Off, Footer (Optional)=On",Dialog (Web),Unknown File,0
"Type=Category, Platform=Android, State=Focused empty",Search bar,Unknown File,0
"State=Default, Label=No, Optional=Off, Message=Informative, Icon=Trailing",Text input,Unknown File,0
"Breakpoint=375 (Mobile), Size=Large, Header (Optional)=On, Title (Optional)=Off, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"With icon=False, State=Focus, Size=Small",Follow button,Unknown File,0
"Breakpoint=480 (Phablet), Size=Large, Header (Optional)=Off, Title (Optional)=Off, Footer (Optional)=On",Dialog (Web),Unknown File,0
"Breakpoint=768 (Tablet), Size=Large, Header (Optional)=Off, Title (Optional)=Off, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"Type=Category, Platform=Android, State=Default",Search bar,Unknown File,0
"Breakpoint=480 (Phablet), Size=Medium, Header (Optional)=On, Title (Optional)=Off, Footer (Optional)=On",Dialog (Web),Unknown File,0
"Type=Swatch, State=Hover",Selector,Unknown File,0
"Panel=Default, State=Collapsed, Optional=On, Subtext=Off, Static content=On",Panel,Unknown File,0
"State=Active, Label=No, Optional=Off, Message=Error, Icon=Leading",Text input,Unknown File,0
"Type=Icon (In Progress), State=Default, Label=On, Optional=No, Message=Error",🚧 [DEPRECATED] Dropdown Trigger (Default),Unknown File,0
"Type=Category, Platform=mWeb, State=Focused empty",Search bar,Unknown File,0
"State=Disabled, Label=No, Optional=Off, Message=None, Icon=Trailing",Text input,Unknown File,0
"State=Disabled, Label=No, Optional=Off, Message=None, Icon=Leading",Text input,Unknown File,0
"Type=Category, Platform=mWeb, State=Focused filled",Search bar,Unknown File,0
"State=Active, Optional=No, Message=Success",Text area,Unknown File,0
"Type=Default, State=Error",Dropdown Trigger (default),Unknown File,0
"Breakpoint=1024 (Desktop), Size=Large, Header (Optional)=Off, Title (Optional)=Off, Footer (Optional)=On",Dialog (Web),Unknown File,0
"Expanded=true, State=Hover",Expandable container [Based on current component],Unknown File,0
"Type=Icon (In Progress), State=Default, Label=On, Optional=No, Message=Informative",🚧 [DEPRECATED] Dropdown Trigger (Default),Unknown File,0
"Breakpoint=1024 (Desktop), Size=Large, Header (Optional)=On, Title (Optional)=Off, Footer (Optional)=On",Dialog (Web),Unknown File,0
"Type=Icon (In Progress), State=Selected, Label=Off, Optional=No, Message=None",🚧 [DEPRECATED] Dropdown Trigger (Default),Unknown File,0
"Breakpoint=1280+ (Desktop), Size=Medium, Header (Optional)=On, Title (Optional)=Off, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"Type=Icon, State=Active",Dropdown Trigger (default),Unknown File,0
"Type=Category, Platform=Desktop, State=Focused empty",Search bar,Unknown File,0
"Breakpoint=480 (Phablet), Size=Medium, Header (Optional)=Off, Title (Optional)=On, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"Type=Zalando Lounge, Colour=Original",Zalando Lounge/Prive Logo,Unknown File,0
"State=Default, Label=Yes, Optional=On, Message=Success, Icon=Trailing",Text input,Unknown File,0
"Platform=Web, Outline=On, State=Mute",Icon button - Mute sound,Unknown File,0
"Type=Icon, State=Error",Dropdown Trigger (default),Unknown File,0
"Breakpoint=1280+ (Desktop), Size=Medium, Header (Optional)=Off, Title (Optional)=Off, Footer (Optional)=On",Dialog (Web),Unknown File,0
"State=Hover, Label=No, Optional=Off, Message=None, Icon=Leading",Text input,Unknown File,0
"With icon=True, State=Focus, Size=Default",Follow button,Unknown File,0
"Breakpoint=480 (Phablet), Size=Medium, Header (Optional)=Off, Title (Optional)=Off, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"Type=Color Swatch, State=Hover",Dropdown Trigger (default),Unknown File,0
"Breakpoint=1280+ (Desktop), Size=Large, Header (Optional)=On, Title (Optional)=Off, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"Breakpoint=1024 (Desktop), Size=Medium, Header (Optional)=Off, Title (Optional)=Off, Footer (Optional)=On",Dialog (Web),Unknown File,0
"Breakpoint=375 (Mobile), Size=Large, Header (Optional)=Off, Title (Optional)=On, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"State=Active, Label=Yes, Optional=On, Message=Success, Icon=Leading",Text input,Unknown File,0
"Type=Icon (In Progress), State=Active, Label=On, Optional=No, Message=None",🚧 [DEPRECATED] Dropdown Trigger (Default),Unknown File,0
"Expanded=false, State=Hover",Expandable container [Based on current component],Unknown File,0
"State=Default, Optional=Yes, Message=Success",Text area,Unknown File,0
"Type=Icon, State=Disabled",Dropdown Trigger (default),Unknown File,0
"Type=Icon (In Progress), State=Hover, Label=Off, Optional=No, Message=None",🚧 [DEPRECATED] Dropdown Trigger (Default),Unknown File,0
"Breakpoint=375 (Mobile), Size=Large, Header (Optional)=On, Title (Optional)=Off, Footer (Optional)=On",Dialog (Web),Unknown File,0
"Breakpoint=480 (Phablet), Size=Small, Header (Optional)=On, Title (Optional)=Off, Footer (Optional)=On",Dialog (Web),Unknown File,0
"Breakpoint=768 (Tablet), Size=Small, Header (Optional)=Off, Title (Optional)=Off, Footer (Optional)=On",Dialog (Web),Unknown File,0
"With icon=True, State=Focus, Size=Small",Follow button,Unknown File,0
"State=Default, Label=No, Optional=Off, Message=Success, Icon=Trailing",Text input,Unknown File,0
"Type=Filter, Platform=Android, State=Default",Search bar,Unknown File,0
"Breakpoint=1024 (Desktop), Size=Small, Header (Optional)=On, Title (Optional)=Off, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"Breakpoint=480 (Phablet), Size=Medium, Header (Optional)=Off, Title (Optional)=Off, Footer (Optional)=On",Dialog (Web),Unknown File,0
"With icon=True, State=Pressed, Size=Small",Follow button,Unknown File,0
"State=Active, Label=No, Optional=Off, Message=Informative, Icon=None",Text input,Unknown File,0
"Platform=App, Type=Standard, Size=Large, State=Disabled",Link,Unknown File,0
"Type=Category, Platform=iOS, State=Default",Search bar,Unknown File,0
"Breakpoint=1024 (Desktop), Size=Small, Header (Optional)=On, Title (Optional)=Off, Footer (Optional)=On",Dialog (Web),Unknown File,0
"Breakpoint=480 (Phablet), Size=Small, Header (Optional)=On, Title (Optional)=Off, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"Type=🚧 [DEPRECATED] Logo, Lines=Two, Style=Bold, States=Hover (Web), Icon=False, Chevron=False",List - Item (Default),Unknown File,0
"Breakpoint=768 (Tablet), Size=Small, Header (Optional)=On, Title (Optional)=Off, Footer (Optional)=On",Dialog (Web),Unknown File,0
"Type=Switch, State=Disabled",List - Controls,Unknown File,0
"Direction=Horizontal, Text=2 Rows, State=Completed, Type=Icon",Progress Stepper,Unknown File,0
"State=Disabled, Label=No, Optional=Off, Message=None, Icon=None",Text input,Unknown File,0
"Breakpoint=480 (Phablet), Size=Large, Header (Optional)=On, Title (Optional)=Off, Footer (Optional)=On",Dialog (Web),Unknown File,0
"Platform=App, Type=Icon, Size=Medium, State=Disabled",Link,Unknown File,0
"Breakpoint=768 (Tablet), Size=Medium, Header (Optional)=On, Title (Optional)=Off, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"Breakpoint=480 (Phablet), Size=Small, Header (Optional)=Off, Title (Optional)=Off, Footer (Optional)=On",Dialog (Web),Unknown File,0
"Breakpoint=480 (Phablet), Size=Large, Header (Optional)=Off, Title (Optional)=Off, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"Type=Icon, State=Selected",Dropdown Trigger (default),Unknown File,0
"State=Active, Label=No, Optional=Off, Message=Success, Icon=Leading",Text input,Unknown File,0
"Type=Swatch, State=Disabled",Selector,Unknown File,0
"State=Default, Optional=No, Message=Success",Text area,Unknown File,0
"Type=Filter, Platform=Android, State=Focused empty",Search bar,Unknown File,0
"State=Active, Label=No, Optional=Off, Message=Error, Icon=Trailing",Text input,Unknown File,0
"Type=Default, State=Hover",Dropdown Trigger (default),Unknown File,0
"With icon=True, State=Pressed, Size=Default",Follow button,Unknown File,0
"State=Hover, Label=No, Optional=Off, Message=None, Icon=None",Text input,Unknown File,0
"Active=+100, Size=Small",Plus Points Logo,Unknown File,0
"Breakpoint=1280+ (Desktop), Size=Medium, Header (Optional)=On, Title (Optional)=Off, Footer (Optional)=On",Dialog (Web),Unknown File,0
"Type=Color Swatch, State=Error",Dropdown Trigger (default),Unknown File,0
"State=Active, Label=Yes, Optional=On, Message=Success, Icon=Trailing",Text input,Unknown File,0
"Platform=App, Type=Standard, Size=Small, State=Disabled",Link,Unknown File,0
"Type=Icon, State=Hover",Dropdown Trigger (default),Unknown File,0
"Type=Icon (In Progress), State=Disabled, Label=Off, Optional=No, Message=None",🚧 [DEPRECATED] Dropdown Trigger (Default),Unknown File,0
"Breakpoint=480 (Phablet), Size=Large, Header (Optional)=On, Title (Optional)=Off, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"State=Active, Label=No, Optional=Off, Message=Success, Icon=Trailing",Text input,Unknown File,0
"Breakpoint=1280+ (Desktop), Size=Large, Header (Optional)=Off, Title (Optional)=Off, Footer (Optional)=On",Dialog (Web),Unknown File,0
"State=Default, Label=Yes, Optional=On, Message=Success, Icon=Leading",Text input,Unknown File,0
"Breakpoint=375 (Mobile), Size=Medium, Header (Optional)=On, Title (Optional)=Off, Footer (Optional)=On",Dialog (Web),Unknown File,0
"Platform=App, Type=Standard, Size=Medium, State=Disabled",Link,Unknown File,0
"Type=Filter, Platform=iOS, State=Focused filled",Search bar,Unknown File,0
"Type=Category, Platform=Desktop, State=Focused filled",Search bar,Unknown File,0
"Platform=App, Type=Icon, Size=Large, State=Disabled",Link,Unknown File,0
"Type=Icon (In Progress), State=Default, Label=Off, Optional=No, Message=Error",🚧 [DEPRECATED] Dropdown Trigger (Default),Unknown File,0
"Type=List Item, Lines=One, Style=Regular, States=Hover (Web), Icon=True, Chevron=False",List - Item (Default),Unknown File,0
"Type=Filter, Platform=Android, State=Focused filled",Search bar,Unknown File,0
"Type=Icon (In Progress), State=Default, Label=Off, Optional=No, Message=Informative",🚧 [DEPRECATED] Dropdown Trigger (Default),Unknown File,0
"Breakpoint=375 (Mobile), Size=Large, Header (Optional)=Off, Title (Optional)=Off, Footer (Optional)=On",Dialog (Web),Unknown File,0
"Breakpoint=375 (Mobile), Size=Medium, Header (Optional)=Off, Title (Optional)=Off, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"Breakpoint=1024 (Desktop), Size=Medium, Header (Optional)=On, Title (Optional)=Off, Footer (Optional)=On",Dialog (Web),Unknown File,0
"Breakpoint=768 (Tablet), Size=Small, Header (Optional)=On, Title (Optional)=Off, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"Type=Icon (In Progress), State=Disabled, Label=On, Optional=No, Message=None",🚧 [DEPRECATED] Dropdown Trigger (Default),Unknown File,0
"Type=Default, State=Hover",Dropdown Trigger (default),Unknown File,0
"Direction=Horizontal, Text=1 Row, State=Completed, Type=Icon",Progress Stepper,Unknown File,0
"Type=Category, Platform=Desktop, State=Default",Search bar,Unknown File,0
"Breakpoint=480 (Phablet), Size=Large, Header (Optional)=Off, Title (Optional)=On, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"Type=Filter, Platform=Desktop, State=Focused empty",Search bar,Unknown File,0
"State=Active, Label=No, Optional=Off, Message=Informative, Icon=Trailing",Text input,Unknown File,0
"State=Default, Label=No, Optional=Off, Message=Success, Icon=Leading",Text input,Unknown File,0
"With icon=False, State=Pressed, Size=Small",Follow button,Unknown File,0
"Breakpoint=768 (Tablet), Size=Large, Header (Optional)=Off, Title (Optional)=On, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"Breakpoint=768 (Tablet), Size=Medium, Header (Optional)=On, Title (Optional)=Off, Footer (Optional)=On",Dialog (Web),Unknown File,0
"Breakpoint=768 (Tablet), Size=Large, Header (Optional)=On, Title (Optional)=Off, Footer (Optional)=On",Dialog (Web),Unknown File,0
"With icon=False, State=Focus, Size=Default",Follow button,Unknown File,0
"State=Hover, Label=No, Optional=Off, Message=None, Icon=Trailing",Text input,Unknown File,0
"Platform=Web, Outline=On, State=Unmute",Icon button - Mute sound,Unknown File,0
"Platform=App, Type=Icon, Size=Small, State=Disabled",Link,Unknown File,0
"Breakpoint=768 (Tablet), Size=Medium, Header (Optional)=Off, Title (Optional)=Off, Footer (Optional)=On",Dialog (Web),Unknown File,0
"State=Active, Optional=Yes, Message=Success",Text area,Unknown File,0
Type=9. Fifth Element,Image ratio,Unknown File,0
Icon - AI Skincare,,Unknown File,0
"Type=Zalando Lounge, Colour=White",Zalando Lounge/Prive Logo,Unknown File,0
Icon - Avatar Add,,Unknown File,0
"Type=Prive, Colour=Original",Zalando Lounge/Prive Logo,Unknown File,0
"State=Disabled, Description=Off, Message=Error",🚧 [DEPRECATED] Radio button,Unknown File,0
"Type=Prive, Colour=White",Zalando Lounge/Prive Logo,Unknown File,0
